subjectNo,ACTIVE,PERCEPTUAL,MUSICAL,SINGING,EMOTIONS,GENERAL,classical,blues,country,dancElectronica,folk,rapHipHop,soulFunk,relgious,alternative,jazz,rock,pop,heavyMetal,SoundtracksThemeSongs,familyIncome,highestFather,highestMother,melodicTraning,melodicCourses,melodicPrivate,harmonicTraning,harmonicCourses,harmonicPrivate,sightsingTraning,sightsingCourses,sightsingPrivate,instrument,age,gender,meds,listMeds,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,beatScore,melodicScore,ravensScoreA,ravensScoreB,ravensScoreC,ravenAge,ravenSex,ravenHand,ravenHearing,ravenVision,V1,nsTotalScore,nsAttempted,nsTotalTime,symErrorTotal,symAccErrorTotal,symSpeedErorTotal,symSspanscore,symSspanTotal,symSspanPartialScore,symSspanPartialScoreBlock1,symSspanPartialScoreBlock2,symSspanPartialScoreBlock3,symSspanAbsoluteScore,symSymmetryCorrect,MathErrorTotal,OspanScore,OspanTotal,SpeedErrorTotal,AccErrorTotal,OspanPartialScore,OspanPartialBlock1,OspanPartialBlock2,OspanPartialBlock3,OspanAbsoluteScore,MathCorrect,tSpanPartialScore,tsMathErrorTotal,tspanPartialBlock1,tspanPartialBlock2,tspanPartialBlock3,tsAccErrorTotal,tsSpeedErrorTotal,tsAbsoluteScore,tsStrats
985,43,51,9,27,33,66,6,5,7,4,4,7,6,7,5,7,7,7,5,6,5,6,2,1,1,1,1,1,1,1,1,1,piano,22,female,0,concerta,5,4,6,6,3,5,7,4,3,6,6,3,6,7,5,6,6,6,2,2,1,1,1,1,1,2,1,2,4,6,7,5,5,5,6,5,5,7,,,8,6,6,22,female,right,No,Corrected to Normal,263,8,15,5,6,3,3,,,17,6,6,5,7,41,6,,,1,5,69,21,25,23,61,75,41,5,11,15,15,2,3,9,{ENTER}
986,41,46,23,16,39,67,6,7,1,1,5,4,4,1,5,7,7,1,7,7,6,2,2,1,1,1,1,1,1,1,1,1,Guitar,25,Male,1,,5,2,6,5,5,6,6,2,4,3,6,4,6,6,5,5,5,6,6,2,3,6,1,3,2,6,2,1,1,2,2,2,6,7,7,5,7,7,,,7,6,6,25,male,left,No,Corrected to Normal,264,6,12,5,3,2,1,,,8,0,5,3,2,42,4,,,0,4,18,8,6,4,3,76,25,2,11,8,6,2,0,7,none{ENTER}
986,41,46,23,16,39,67,6,7,1,1,5,4,4,1,5,7,7,1,7,7,6,2,2,1,1,1,1,1,1,1,1,1,Guitar,25,Male,1,,5,2,6,5,5,6,6,2,4,3,6,4,6,6,5,5,5,6,6,2,3,6,1,3,2,6,2,1,1,2,2,2,6,7,7,5,7,7,,,7,6,6,25,male,left,No,Corrected to Normal,265,6,12,5,3,2,1,,,8,0,5,3,2,42,4,,,0,4,18,8,6,4,3,76,25,2,11,8,6,2,0,7,none{ENTER}
987,37,39,24,27,37,71,7,5,1,7,3,5,5,2,7,5,7,6,6,5,4,6,6,1,1,1,1,1,1,1,1,1,Clarinet,20,FEMALE,1,,2,4,7,5,3,6,3,3,4,3,5,3,2,3,6,5,6,6,5,2,5,4,1,5,2,5,3,5,4,3,5,2,7,6,7,3,7,7,,,10,7,11,20,female,right,No,Normal,266,8,15,5,3,3,0,,,39,13,13,13,28,44,9,,,4,5,26,13,1,12,12,72,33,4,10,10,13,4,0,6,i{SPACE}would{SPACE}repeat{SPACE}what{SPACE}kind{SPACE}of{SPACE}tone{SPACE}it{SPACE}was{SPACE}{SHIFT}{SHIFT}{SHIFT}s{SPACE}in{SPACE}my{SPACE}head{SPACE}right{SPACE}after{SPACE}it{SPACE}was{SPACE}played{.}{SPACE}then{SPACE}i{SPACE}would{SPACE}try{SPACE}to{SPACE}repeat{SPACE}the{SPACE}order{SPACE}in{SPACE}my{SPACE}head{SPACE}while{SPACE}completing{SPACE}the{SPACE}math{SPACE}problems{ENTER}
987,37,39,24,27,37,71,7,5,1,7,3,5,5,2,7,5,7,6,6,5,4,6,6,1,1,1,1,1,1,1,1,1,Clarinet,20,FEMALE,1,,2,4,7,5,3,6,3,3,4,3,5,3,2,3,6,5,6,6,5,2,5,4,1,5,2,5,3,5,4,3,5,2,7,6,7,3,7,7,,,10,7,11,20,female,right,No,Normal,267,8,15,5,3,3,0,,,39,13,13,13,28,44,9,,,4,5,26,13,1,12,12,72,33,4,10,10,13,4,0,6,i{SPACE}would{SPACE}repeat{SPACE}what{SPACE}kind{SPACE}of{SPACE}tone{SPACE}it{SPACE}was{SPACE}{SHIFT}{SHIFT}{SHIFT}s{SPACE}in{SPACE}my{SPACE}head{SPACE}right{SPACE}after{SPACE}it{SPACE}was{SPACE}played{.}{SPACE}then{SPACE}i{SPACE}would{SPACE}try{SPACE}to{SPACE}repeat{SPACE}the{SPACE}order{SPACE}in{SPACE}my{SPACE}head{SPACE}while{SPACE}completing{SPACE}the{SPACE}math{SPACE}problems{ENTER}
988,38,53,32,32,37,85,7,5,1,5,5,5,4,2,7,7,6,4,4,7,4,7,7,2,4,3,2,4,2,2,3,3,Voice,32,FEMALE,1,,5,2,4,5,3,6,5,6,2,7,7,5,5,6,4,7,6,6,7,6,3,4,4,5,3,4,7,7,4,2,5,3,5,7,7,4,7,7,,,8,7,7,32,female,right,No,Normal,268,10,15,5,1,1,0,,,30,10,9,11,20,47,,,,,,,,,,,,50,7,17,14,19,5,2,32,{SHIFT}I{SPACE}assigned{SPACE}{SHIFT}Do{SPACE}{SHIFT}Mi{SPACE}and{SPACE}{SHIFT}Sol{SPACE}to{SPACE}the{SPACE}{SHIFT}L{SPACE}{SHIFT}{SHIFT}{SHIFT}M{SPACE}and{SPACE}{SHIFT}H{SPACE}pitches{SPACE}and{SPACE}tried{SPACE}repeating{SPACE}the{SPACE}order{SPACE}in{SPACE}my{SPACE}head{SPACE}repeatedly{SPACE}as{SPACE}{SHIFT}I{SPACE}worked{SPACE}on{SPACE}the{SPACE}math{SPACE}problems{SPACE}to{SPACE}try{SPACE}to{SPACE}keep{SPACE}the{SPACE}order{SPACE}in{SPACE}mu{SPACE}head{.}{ENTER}
988,38,53,32,32,37,85,7,5,1,5,5,5,4,2,7,7,6,4,4,7,4,7,7,2,4,3,2,4,2,2,3,3,Voice,32,FEMALE,1,,5,2,4,5,3,6,5,6,2,7,7,5,5,6,4,7,6,6,7,6,3,4,4,5,3,4,7,7,4,2,5,3,5,7,7,4,7,7,,,8,7,7,32,female,right,No,Normal,269,10,15,5,1,1,0,,,30,10,9,11,20,47,,,,,,,,,,,,50,7,17,14,19,5,2,32,{SHIFT}I{SPACE}assigned{SPACE}{SHIFT}Do{SPACE}{SHIFT}Mi{SPACE}and{SPACE}{SHIFT}Sol{SPACE}to{SPACE}the{SPACE}{SHIFT}L{SPACE}{SHIFT}{SHIFT}{SHIFT}M{SPACE}and{SPACE}{SHIFT}H{SPACE}pitches{SPACE}and{SPACE}tried{SPACE}repeating{SPACE}the{SPACE}order{SPACE}in{SPACE}my{SPACE}head{SPACE}repeatedly{SPACE}as{SPACE}{SHIFT}I{SPACE}worked{SPACE}on{SPACE}the{SPACE}math{SPACE}problems{SPACE}to{SPACE}try{SPACE}to{SPACE}keep{SPACE}the{SPACE}order{SPACE}in{SPACE}mu{SPACE}head{.}{ENTER}
1001,37,60,32,43,41,103,7,3,1,4,2,3,3,6,6,4,5,6,2,7,5,8,6,1,1,1,3,1,3,3,1,4,Voice,18,Agender,1,,5,4,5,6,2,5,6,1,3,5,7,7,7,7,7,7,6,7,6,5,6,5,1,5,4,6,7,6,5,7,7,5,7,7,7,6,7,7,11,6,8,9,11,0,female,right,No,Corrected to Normal,1,7,11,5,1,1,0,,,37,14,10,13,30,47,5,,,2,3,43,15,12,16,27,75,47,5,13,17,17,4,1,32,{SHIFT}Repeat{SPACE}the{SPACE}previous{SPACE}notes{SPACE}between{SPACE}each{SPACE}problem{.}{ENTER}
1002,32,49,9,24,32,51,5,4,5,4,3,7,5,7,4,4,5,6,1,5,3,6,6,1,1,1,1,1,1,1,1,1,voice,18,FEMALE,1,NONE,3,2,3,3,3,3,6,4,5,7,7,5,5,6,5,5,3,6,2,2,1,1,1,1,1,2,3,3,3,5,5,3,5,6,6,4,5,6,9,4,6,9,9,18,female,left,No,Normal,2,11,15,5,4,4,0,,,36,12,12,12,23,42,5,,,3,2,58,21,24,13,47,76,64,4,25,19,20,3,1,51,i{SPACE}just{SPACE}repeated{SPACE}the{SPACE}tones{SPACE}in{SPACE}the{SPACE}order{SPACE}in{SPACE}my{SPACE}head{SPACE}after{SPACE}every{SPACE}math{SPACE}problem{SPACE}from{SPACE}the{SPACE}beginning{.}{SPACE}{ENTER}
1003,32,53,19,19,35,61,5,5,6,6,5,3,4,3,7,5,7,5,3,7,7,4,4,1,1,1,1,1,1,1,1,1,trumpet,20,MALE,1,,4,1,3,3,2,5,6,3,5,6,6,6,6,6,6,6,5,6,4,2,1,5,1,4,2,4,5,2,2,3,2,1,3,7,7,5,6,7,12,7,9,10,11,20,male,right,No,Normal,3,11,14,5,0,0,0,,,32,12,7,13,22,48,3,,,2,1,67,22,25,20,56,78,60,4,21,19,20,1,3,26,{SHIFT}I{SPACE}converted{SPACE}the{SPACE}sounds{SPACE}into{SPACE}numbers{.}{SPACE}{SHIFT}L{=}1{SPACE}{SHIFT}M{=}2{SHIFT}{SPACE}{SHIFT}H{=}3{.}{SPACE}{SHIFT}Then{SPACE}{SHIFT}I{SPACE}kept{SPACE}count{SPACE}on{SPACE}my{SPACE}fingers{SPACE}how{SPACE}many{SPACE}sounds{SPACE}played{.}{SPACE}a{SPACE}repeated{SPACE}the{SPACE}number{SPACE}i{SPACE}would{SPACE}make{SPACE}back{SPACE}to{SPACE}myself{.}{SPACE}1{SPACE}then{SPACE}13{SPACE}then{SPACE}132{SPACE}then132312{LEFTARROW}{LEFTARROW}{LEFTARROW}{LEFTARROW}{RIGHTARROW}{RIGHTARROW}{RIGHTARROW}{RIGHTARROW}{SPACE}{ENTER}
1004,58,62,47,44,40,120,6,6,5,5,6,5,7,7,7,7,7,5,5,7,9,8,6,2,5,5,2,5,5,3,5,6,Tenor Trombone,22,MALE,1,,7,6,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,6,7,7,7,6,6,7,7,6,6,7,5,7,7,6,5,7,7,7,7,7,11,6,9,12,9,20,male,right,No,Normal,4,8,13,5,1,0,1,,,37,13,12,12,28,47,5,,,4,1,70,23,22,25,62,76,73,1,24,24,25,1,0,61,{SHIFT}I{SPACE}used{SPACE}my{SPACE}fingers{SPACE}to{SPACE}count{SPACE}and{SPACE}to{SPACE}remember{SPACE}the{SPACE}order{SPACE}of{SPACE}the{SPACE}tones{.}{ENTER}
1005,26,40,8,33,30,55,2,2,7,4,4,7,4,4,3,3,1,6,2,5,1,2,1,1,1,1,1,1,1,1,1,1,none,18,FEMALE,1,,4,2,4,3,1,3,5,2,2,6,6,4,2,6,5,3,5,3,2,1,1,1,1,1,1,3,6,5,5,3,6,5,5,6,7,2,3,7,15,8,11,6,10,18,female,right,No,Normal,5,10,12,5,0,0,0,,,36,12,10,14,29,48,2,,,0,2,57,18,16,23,30,79,50,4,13,16,21,4,0,25,i{SPACE}tried{SPACE}to{SPACE}keep{SPACE}track{SPACE}of{SPACE}the{SPACE}sounds{SPACE}using{SPACE}my{SPACE}fingers{ENTER}
1006,53,52,27,36,37,93,5,5,2,7,5,7,5,5,7,5,7,7,6,6,9,8,4,1,1,1,1,1,1,1,1,1,piano,18,FEMALE,1,,6,3,6,7,5,7,7,5,7,6,6,5,6,5,6,6,5,7,5,5,3,5,1,4,4,5,7,5,5,3,6,5,5,7,7,6,5,7,12,7,9,9,8,18,female,right,No,Normal,6,10,13,5,7,1,6,,,28,10,8,10,9,40,3,,,1,2,71,23,25,23,61,77,65,8,22,20,23,6,2,50,{SHIFT}I{SPACE}mouthed{SPACE}the{SPACE}word{SPACE}of{SPACE}each{SPACE}tone{SPACE}after{SPACE}{SHIFT}I{SPACE}heard{SPACE}it{SPACE}in{SPACE}order{SPACE}to{SPACE}memorize{SPACE}it{ENTER}
1007,42,56,30,40,41,91,5,7,7,7,4,7,4,1,7,1,7,7,2,6,6,6,6,1,1,1,1,1,1,2,2,1,guitar,18,MALE,1,,6,1,5,6,4,6,7,4,3,7,7,7,1,7,7,7,7,6,6,5,4,5,5,3,2,6,7,7,2,6,7,5,7,7,7,7,7,6,16,10,6,6,8,18,male,right,No,Corrected to Normal,7,12,15,5,4,4,0,,,26,11,6,9,22,44,15,,,7,8,15,14,1,0,12,65,7,5,1,3,3,5,0,3,{SHIFT}I{SPACE}could{SPACE}not{SPACE}use{SPACE}any{SPACE}strategies{.}{SPACE}{SHIFT}{SHIFT}{SHIFT}My{SPACE}average{SPACE}math{SPACE}time{SPACE}was{SPACE}too{SPACE}fast{.}{ENTER}
1008,38,45,22,24,33,64,5,4,7,5,4,7,4,5,6,4,6,6,5,5,2,2,2,1,1,1,1,1,1,1,1,1,guitar,20,female,1,,3,3,4,5,4,5,6,4,4,6,6,4,5,6,6,5,2,5,5,2,4,3,1,5,2,4,6,2,3,1,5,3,5,6,6,4,6,6,11,9,9,9,6,20,female,right,No,Corrected to Normal,8,8,14,5,1,1,0,,,34,13,12,9,28,47,2,,,0,2,70,24,25,21,59,79,71,5,23,25,23,4,1,65,i{SPACE}would{SPACE}constantly{SPACE}repeat{SPACE}the{SPACE}order{SPACE}of{SPACE}the{SPACE}tones{SPACE}in{SPACE}my{SPACE}head{ENTER}
1009,40,57,14,30,22,67,4,4,7,7,4,5,4,2,4,4,5,7,3,7,7,6,4,1,1,1,1,1,1,1,1,1,voice,20,MALE,1,,5,1,4,3,1,7,7,7,5,7,7,5,7,4,7,7,6,7,1,2,7,1,1,1,1,5,7,3,1,3,6,5,4,4,7,1,1,5,13,6,9,6,8,20,male,right,No,Normal,9,12,14,5,4,4,0,,,25,8,11,6,17,43,5,,,2,3,56,21,16,19,38,72,30,6,9,8,13,6,0,8,"constantly{SPACE}repeating{SPACE}to{SPACE}myself{SPACE}{SHIFT}L{SHIFT}{SHIFT}{,}{SPACE}{SHIFT}M{,}{SPACE}{SHIFT}H{SPACE}depending{SPACE}on{SPACE}the{SPACE}order{SPACE}they{SPACE}fell{SPACE}in{SPACE}and{SPACE}then{SPACE}answered{SPACE}those{SPACE}based{SPACE}on{SPACE}that{SPACE}if{SPACE}i{SPACE}could{SPACE}remember{SPACE}them{SPACE}all{ENTER}"
1010,43,58,37,36,35,94,6,5,2,7,4,5,5,4,4,5,3,4,1,5,3,2,5,1,1,1,1,1,1,2,2,1,PIANO,21,FEMALE,1,,5,4,6,5,5,7,6,3,2,7,7,7,6,6,7,7,5,6,6,6,5,5,5,6,4,4,6,6,6,4,5,5,6,6,6,5,5,7,15,5,11,9,10,21,female,right,No,Corrected to Normal,10,13,15,5,1,0,1,,,41,13,14,14,37,46,3,,,0,3,75,25,25,25,75,78,65,5,19,23,23,4,1,49,"{SHIFT}I{SPACE}used{SPACE}the{SPACE}1st{,}{SPACE}3rd{,}{SPACE}and{SPACE}5th{SPACE}finger{SPACE}of{SPACE}my{SPACE}left{SPACE}hand{SPACE}and{SPACE}designated{SPACE}each{SPACE}as{SPACE}{SHIFT}L{SPACE}{SHIFT}M{SPACE}or{SPACE}{SHIFT}H{SPACE}and{SPACE}repeated{SPACE}the{SPACE}pattern{SPACE}after{SPACE}each{SPACE}math{SPACE}problem{,}{SPACE}while{SPACE}adding{SPACE}the{SPACE}most{SPACE}recent{SPACE}tone{ENTER}"
1011,28,46,8,33,27,61,1,5,5,3,1,7,6,5,3,5,3,7,1,6,2,5,8,1,1,1,1,1,1,1,1,1,,18,FEMALE,1,,2,2,3,5,1,5,6,3,1,6,5,5,4,6,7,6,2,5,2,1,1,1,1,1,1,5,6,5,4,5,5,3,2,2,6,5,5,7,12,7,10,9,10,18,female,right,No,Normal,11,9,15,5,2,2,0,,,26,13,7,6,17,46,6,,,1,5,41,16,17,8,24,72,34,4,11,14,9,4,0,3,{ENTER}
1012,43,41,29,28,38,81,3,5,1,7,3,6,6,1,7,7,6,7,4,3,1,6,6,1,1,1,1,1,1,1,1,1,Flute,19,FEMALE,1,,6,4,6,6,3,7,6,2,3,6,6,5,5,6,7,2,1,3,6,6,1,6,1,6,3,3,7,3,5,1,5,4,5,7,7,6,6,7,15,10,11,9,7,19,female,right,No,Normal,12,8,15,5,1,1,0,,,24,10,6,8,12,46,9,,,2,7,53,18,12,23,32,72,59,5,20,19,20,4,1,21,{SHIFT}Repeating{SPACE}the{SPACE}sequence{SPACE}of{SPACE}noises{SPACE}in{SPACE}my{SPACE}head{SPACE}when{SPACE}a{SPACE}new{SPACE}one{SPACE}was{SPACE}added{ENTER}
1013,42,45,7,23,31,61,2,3,7,6,3,6,3,6,6,5,5,7,2,6,2,9,2,1,1,1,1,1,1,1,1,1,,18,FEMALE,1,,5,2,4,6,2,7,6,4,6,4,6,6,5,6,5,6,5,2,1,1,1,1,1,1,1,4,4,4,4,3,3,1,4,6,6,4,5,6,9,7,10,9,8,18,female,right,No,Normal,13,9,12,5,3,3,0,,,38,14,14,10,37,45,2,,,0,2,67,21,25,21,56,78,62,7,20,23,19,5,2,37,counting{SPACE}how{SPACE}many{SPACE}sounds{SPACE}there{SPACE}were{ENTER}
1014,54,46,21,29,36,77,4,4,6,6,3,7,5,5,7,5,6,6,3,5,9,7,6,1,1,1,1,1,1,1,1,1,guitar,19,FEMALE,0,duloxetine alprazolam,7,2,5,7,7,7,6,7,6,2,6,6,5,6,5,6,5,5,6,1,1,5,1,5,2,3,6,2,6,2,5,5,5,6,7,5,6,7,7,8,8,8,7,19,female,right,No,Corrected to Normal,14,11,15,5,3,3,0,,,21,6,6,9,7,45,5,,,0,5,65,20,24,21,46,76,38,5,11,11,16,1,4,16,{SHIFT}Sequencing{SPACE}{CAPSLOCK}LMH{SPACE}{CAPSLOCK}when{SPACE}in{SPACE}order{SPACE}and{SPACE}just{SPACE}remembering{SPACE}{CAPSLOCK}{CAPSLOCK}order{SPACE}or{SPACE}reverse{SPACE}order{SPACE}as{SPACE}one{SPACE}tone{SPACE}{ENTER}
1015,26,42,8,21,36,46,2,2,1,3,2,7,5,6,6,3,4,7,3,5,6,6,5,1,1,1,1,1,1,1,1,1,,19,FEMALE,1,,3,1,5,2,2,3,3,5,2,3,6,5,4,6,5,5,3,5,2,1,1,1,1,1,1,3,6,2,4,2,3,1,6,6,7,4,6,7,9,10,10,8,9,19,female,right,No,Normal,15,7,12,5,3,2,1,,,32,13,11,8,22,44,2,,,1,1,74,25,25,24,68,79,56,1,19,18,19,1,0,23,repeating{SPACE}the{SPACE}order{SPACE}of{SPACE}every{SPACE}set{SPACE}of{SPACE}tones{SPACE}over{SPACE}in{SPACE}my{SPACE}head{SPACE}after{SPACE}a{SPACE}new{SPACE}tone{SPACE}was{SPACE}played{SPACE}{ENTER}
1016,31,46,7,26,30,58,2,3,4,2,2,7,3,6,2,5,1,7,1,6,3,2,3,1,1,1,1,1,1,1,1,1,nonennone,20,FEMALE,1,NONE,4,2,5,4,3,4,4,2,3,3,6,5,6,6,6,5,4,5,1,1,1,1,1,1,1,3,6,2,2,5,6,2,4,5,5,5,6,5,12,5,4,6,5,20,female,right,No,Corrected to Normal,16,2,15,1,3,2,1,,,20,8,9,3,8,44,5,,,3,2,53,19,16,18,32,73,24,9,8,7,9,8,1,0,the{SPACE}tones{SPACE}were{SPACE}hard{SPACE}for{SPACE}me{SPACE}to{SPACE}remember{.}{ENTER}
1017,41,55,22,33,34,77,4,4,6,5,2,7,6,7,1,5,5,7,1,7,2,5,4,1,1,1,2,2,1,2,2,1,voice,22,MALE,1,na,4,1,7,6,5,5,5,5,3,7,7,5,5,6,7,6,7,5,6,4,1,3,3,4,1,3,7,5,5,7,3,3,6,7,6,4,6,5,8,7,8,8,8,22,male,right,No,Corrected to Normal,17,10,15,4,2,1,1,,,28,11,9,8,12,46,14,,,4,10,52,15,22,15,24,67,45,13,14,18,13,7,6,15,"{SHIFT}Trying{SPACE}to{SPACE}capture{SPACE}the{SPACE}tone{SPACE}and{SPACE}repeat{SPACE}low{,}{SPACE}medium{SPACE}high{.}{SPACE}{SHIFT}But{SPACE}the{SPACE}math{SPACE}is{SPACE}extremely{SPACE}distracting{SPACE}when{SPACE}you{SPACE}suck{SPACE}at{SPACE}math{.}{ENTER}"
1018,34,48,18,32,30,67,4,4,5,4,4,5,4,5,5,4,5,6,3,5,9,6,7,1,1,1,1,1,1,1,1,1,piano,19,FEMALE,1,na,1,2,5,3,3,5,5,6,4,5,6,6,5,6,7,5,5,3,2,2,4,2,1,5,2,5,6,5,5,2,6,3,4,6,5,5,5,5,12,8,7,8,8,19,female,right,No,Corrected to Normal,18,13,15,5,1,1,0,,,29,9,10,10,14,44,5,,,0,5,67,21,25,21,62,76,46,4,18,11,17,3,1,24,"if{SPACE}a{SPACE}lower{SPACE}tone{SPACE}played{SPACE}before{SPACE}or{SPACE}after{SPACE}it{,}{SPACE}i{SPACE}knew{SPACE}it{SPACE}couldn{'}t{SPACE}be{SPACE}the{SPACE}lowest{ENTER}"
1019,32,38,10,26,32,49,4,5,4,3,4,4,4,2,6,5,5,5,1,6,6,6,6,1,1,1,1,1,1,1,1,1,piano,20,FEMALE,1,,4,1,5,4,4,2,5,5,2,5,5,7,1,3,5,5,2,5,4,1,1,1,1,1,1,4,6,2,4,2,5,3,3,5,7,4,6,7,15,11,9,9,7,20,female,left,No,Corrected to Normal,19,8,11,5,3,1,2,,,19,6,9,4,7,45,5,,,0,5,37,16,11,10,4,76,33,2,9,12,12,1,1,15,i{SPACE}tried{SPACE}using{SPACE}my{SPACE}fingers{SPACE}to{SPACE}remember{SPACE}which{SPACE}tone{SPACE}went{SPACE}in{SPACE}which{SPACE}order{SPACE}to{SPACE}help{SPACE}visualize{ENTER}
1020,53,50,36,38,30,105,3,6,3,4,5,4,7,1,7,7,7,2,2,6,6,5,2,3,1,5,3,1,3,3,1,4,Voicen,20,FEMALE,1,,7,5,5,6,6,6,6,5,7,7,4,7,5,3,6,7,7,4,7,6,7,6,3,5,2,5,7,7,6,6,5,2,4,5,6,5,4,6,9,10,7,8,5,20,female,right,No,Normal,20,7,13,5,4,3,1,,,26,9,11,6,20,42,7,,,4,3,61,20,19,22,49,73,56,8,17,19,20,5,3,19,{SHIFT}I{SPACE}sang{SPACE}the{SPACE}notes{SPACE}in{SPACE}my{SPACE}head{SPACE}in{SPACE}order{SPACE}to{SPACE}register{SPACE}them{SPACE}on{SPACE}a{SPACE}mental{SPACE}note{SPACE}chart{.}{ENTER}
1021,28,42,9,24,29,51,3,4,1,3,3,6,4,4,3,3,3,6,1,4,3,2,5,1,1,1,1,1,1,1,1,1,piano,19,female,1,,2,2,5,2,2,4,6,2,3,5,6,4,5,4,5,4,4,5,2,2,1,1,1,1,1,4,4,2,3,2,6,3,4,5,5,4,5,6,12,6,6,9,5,19,female,right,No,Corrected to Normal,21,5,15,4,5,4,1,,,19,7,6,6,4,43,18,,,1,17,51,18,14,19,29,62,42,19,16,11,15,18,1,10,i{SPACE}tried{SPACE}remembering{SPACE}the{SPACE}sounds{SPACE}of{SPACE}the{SPACE}patterns{SPACE}so{SPACE}it{SPACE}would{SPACE}be{SPACE}easier{ENTER}
1022,36,48,16,27,28,66,5,4,3,4,7,6,4,2,7,4,6,5,1,3,5,6,6,1,1,1,1,1,1,1,1,1,Piano,18,SHEHER,1,,3,2,6,5,3,5,6,3,3,5,6,5,5,5,6,6,5,5,4,2,1,1,1,4,3,2,5,5,5,3,5,2,2,5,5,5,5,6,12,9,10,11,12,18,female,right,No,Corrected to Normal,22,10,13,5,0,0,0,,,33,14,8,11,22,47,3,,,1,2,51,15,17,19,30,78,63,9,17,25,21,7,2,45,"{SHIFT}I{SPACE}attempted{SPACE}to{SPACE}memorize{SPACE}the{SPACE}order{SPACE}{SHIFT}and{SPACE}repeat{SPACE}it{SPACE}adding{SPACE}in{SPACE}the{SPACE}new{SPACE}tone{SPACE}{SHIFT}{(}e{.}g{.}{SPACE}{SHIFT}Medium{,}{SPACE}{SHIFT}Medium{-}{SHIFT}Low{,}{SPACE}{SHIFT}Medium{-}{SHIFT}Low{-}{SHIFT}High{SHIFT}{)}{SHIFT}h{SHIFT}{)}{ENTER}"
1023,53,51,16,38,36,78,6,4,7,5,7,5,5,7,7,4,7,7,3,7,6,9,8,1,1,1,1,1,1,1,1,1,voice,19,FEMALE,1,,6,3,7,5,7,7,7,5,6,6,7,6,6,3,7,7,3,6,2,2,2,5,1,3,1,6,5,4,5,5,7,6,6,7,7,4,5,7,8,4,8,8,9,19,female,right,No,Corrected to Normal,23,4,11,5,3,3,0,,,22,8,8,6,13,45,8,,,0,8,54,17,15,22,35,72,47,9,18,15,14,8,1,24,{SHIFT}Instead{SPACE}of{SPACE}trying{SPACE}to{SPACE}remember{SPACE}the{SPACE}whole{SPACE}word{SPACE}{SHIFT}{(}ex{.}{SPACE}medium{SHIFT}{)}{SHIFT}{SHIFT}m{SHIFT}{)}{SPACE}{SHIFT}I{SPACE}would{SPACE}use{SPACE}the{SPACE}first{SPACE}letter{SPACE}ande{SPACE}repeat{SPACE}it{SPACE}after{SPACE}each{SPACE}one{SPACE}adding{SPACE}them{SPACE}all{SPACE}together{SPACE}at{SPACE}the{SPACE}end{.}{ENTER}
1024,25,50,27,29,32,71,3,3,5,5,2,5,2,6,6,4,7,5,1,6,4,8,8,1,1,1,1,1,1,1,1,1,saxophone,21,MALE,1,,2,2,3,2,2,4,5,2,3,6,6,6,3,6,6,6,5,6,6,6,4,3,1,5,2,4,5,6,5,2,5,2,4,5,6,5,6,6,9,8,8,9,7,21,male,right,No,Corrected to Normal,24,10,15,5,3,1,2,,,32,9,13,10,22,44,4,,,0,4,74,24,25,25,72,75,56,3,19,15,22,2,1,28,{SHIFT}I{SPACE}didn{'}t{SPACE}use{SPACE}any{SPACE}tricks{.}{SHIFT}{SPACE}{SHIFT}I{SPACE}just{SPACE}did{SPACE}the{SPACE}simple{SPACE}math{SPACE}in{SPACE}my{SPACE}head{SPACE}while{SPACE}saying{SPACE}the{SPACE}tones{SPACE}over{SPACE}in{SPACE}my{SPACE}head{SPACE}again{.}{ENTER}
1025,50,61,36,48,41,114,7,6,2,4,4,6,5,1,7,5,7,6,2,5,5,4,8,2,3,2,2,3,2,2,3,2,Flute,19,FEMALE,1,,7,2,7,7,6,7,5,6,3,7,7,7,7,7,7,7,6,6,7,7,6,5,2,5,4,7,7,7,7,7,7,6,6,7,7,7,7,7,9,6,4,7,5,19,female,right,No,Normal,25,9,14,5,0,0,0,,,24,10,6,8,12,48,2,,,0,2,44,17,12,15,31,79,54,5,16,20,18,2,3,31,"{SHIFT}I{SPACE}would{SPACE}try{SPACE}to{SPACE}just{SPACE}look{SPACE}at{SPACE}the{SPACE}math{SPACE}problem{SPACE}without{SPACE}finding{SPACE}the{SPACE}answer{SPACE}and{SPACE}then{SPACE}see{SPACE}if{SPACE}the{SPACE}answer{SPACE}shown{SPACE}was{SPACE}correct{,}{SPACE}then{SPACE}memorized{SPACE}the{SPACE}notes{SPACE}given{SPACE}{ENTER}"
1026,55,59,7,36,42,86,7,7,1,4,7,7,4,1,7,7,7,5,4,7,9,7,2,1,1,1,1,1,1,1,1,1,piano,21,FEMALE,1,,6,7,7,7,5,7,7,4,5,7,7,6,7,6,7,6,6,7,1,1,1,1,1,1,1,6,7,5,4,6,6,2,7,7,7,7,7,7,10,9,,,,,,,,,26,11,15,5,3,2,1,,,18,5,7,6,7,44,5,,,1,4,60,21,25,14,51,76,67,2,22,22,23,2,0,51,none{ENTER}
